CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
3772-GPSMXT-1YH,3,4,Male,33,17,Sales,Yes,1,No," $47,000.00 ",11.4,2.121768,3.236232,No,Unmarried,3,8,2,0,0,1,2,Own,Domestic," $27,600.00 ",24,No,No,Disc,16,11," $3,334.30 ",Yes,17, $16.05 , $80.30 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,No,No,Yes,No,No,Yes,16,Yes,Yes,Yes,No,No
0883-XZQPJO-8Y7,1,4,Male,32,17,,Yes,1,No," $40,000.00 ",7.1,0.64468,2.19532,No,Unmarried,2,1,1,0,0,0,3,Own,Domestic," $21,700.00 ",27,No,Yes,Disc,10,6," $1,087.60 ",No,11, $34.35 , $115.00 ,Yes, $46.70 , $469.00 ,Yes,Yes, $52.30 , $511.75 ,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,No
6363-BTCPXJ-NEO,1,1,Female,20,15,Service,No,0,No," $28,000.00 ",1.2,0.159936,0.176064,No,Married,4,3,0,0,3,1,2,Own,Foreign," $12,100.00 ",25,No,No,Visa,2,19," $3,009.30 ",Yes,15, $17.85 , $80.90 ,Yes, $47.85 , $637.80 ,Yes,Yes, $51.05 , $671.30 ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30,Yes,Yes,Yes,Yes,No
9227-RCUKBO-V8N,2,3,Female,25,9,Labor,No,3,No," $25,000.00 ",11.3,1.8645,0.9605,No,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $13,300.00 ",33,No,No,Visa,3,13," $2,732.30 ",No,6, $18.60 , $36.60 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,21,Yes,Yes,Yes,No,No
1145-NMPFSU-3MP,1,1,Female,45,14,Sales,No,3,No," $30,000.00 ",13.6,2.1012,1.9788,No,Unmarried,1,2,0,0,2,1,2,Lease,Domestic," $15,400.00 ",22,Yes,Yes,Mast,17,10," $2,864.20 ",Yes,32, $30.45 , $334.10 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,17,Yes,Yes,No,No,No
2284-IHHMYA-8N8,2,1,Female,53,17,Professional,No,11,No," $104,000.00 ",4.5,1.0062,3.6738,No,Married,5,10,0,1,0,1,3,Own,Foreign," $41,500.00 ",18,No,Yes,Disc,21,10," $3,050.00 ",Yes,44, $38.55 , $566.65 ,Yes, $25.45 ," $1,111.20 ",Yes,No, $-   , $-   ,Yes,No,No,4,No,No,No,No,No,17,Yes,No,Yes,No,No
0228-XPKZOF-2W3,4,3,Male,25,14,Professional,No,1,No," $25,000.00 ",9.6,0.9768,1.4232,Yes,Unmarried,1,2,1,1,0,0,2,Own,Foreign," $11,000.00 ",30,No,Yes,Mast,4,14," $3,717.10 ",Yes,6, $8.85 , $15.20 ,No, $-   , $-   ,Yes,Yes, $21.25 , $112.10 ,No,Yes,No,3,Yes,Yes,Yes,Yes,No,15,Yes,Yes,Yes,No,No
0630-MSYWGK-1YX,4,4,Male,40,11,Sales,No,3,No," $54,000.00 ",20.7,3.733452,7.444548,Yes,Unmarried,1,9,0,3,0,0,1,Own,Foreign," $19,000.00 ",27,No,No,Visa,5,8," $1,849.00 ",Yes,13, $16.80 , $84.65 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,Yes,23,No,No,No,No,No
9166-MHBMBK-P1V,5,4,Female,56,14,Professional,No,14,No," $109,000.00 ",11.5,1.667155,10.867845,No,Unmarried,2,6,2,0,2,1,5,Own,Foreign," $70,600.00 ",30,No,No,Disc,20,13," $4,789.80 ",No,55, $28.65 , $531.65 ,No, $-   , $-   ,No,Yes, $28.65 ," $1,599.20 ",Yes,Yes,No,4,Yes,No,No,Yes,No,25,Yes,No,No,No,Yes
9529-BLGKKU-EWO,5,4,Female,76,15,Labor,No,33,Yes," $14,000.00 ",8.5,0.29631,0.89369,No,Unmarried,1,2,0,2,0,0,2,Lease,Foreign," $9,300.00 ",22,Yes,Yes,Visa,37,6," $1,424.90 ",Yes,70, $75.75 ," $1,750.70 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,Yes,No,No,Yes,No,No,17,Yes,No,No,No,Yes
6213-OTUVBZ-HEG,5,4,Male,36,18,Labor,No,5,No," $30,000.00 ",8.8,2.41032,0.22968,No,Married,4,3,0,3,0,1,2,Lease,Foreign," $9,500.00 ",18,Yes,No,AMEX,18,10," $2,470.50 ",No,35, $31.20 , $375.30 ,Yes, $38.05 ," $1,237.00 ",Yes,Yes, $49.10 ," $1,639.10 ",Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,No,No
2483-JOWUPC-CM9,5,2,Male,24,17,Labor,No,0,No," $97,000.00 ",2,0.51798,1.42202,No,Unmarried,1,3,0,1,2,1,3,Own,Foreign," $37,500.00 ",24,No,No,AMEX,2,10," $5,577.20 ",No,4, $9.75 , $9.05 ,Yes, $53.35 , $173.60 ,Yes,Yes, $40.80 , $105.40 ,No,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,No,Yes,No
7564-EDQEAH-U7Y,3,2,Male,43,16,Professional,No,3,No," $46,000.00 ",8.5,1.19255,2.71745,No,Unmarried,1,3,3,0,0,1,2,Own,Foreign," $32,000.00 ",20,Yes,No,Mast,11,8," $3,687.80 ",Yes,23, $12.60 , $88.05 ,Yes, $52.15 ," $1,123.00 ",Yes,Yes, $59.45 ," $1,282.85 ",Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes
8728-EKQQPT-Y6N,2,1,Female,65,12,Service,No,29,Yes," $16,000.00 ",25.9,1.375808,2.768192,No,Unmarried,1,5,2,3,0,0,2,Own,Domestic," $9,800.00 ",28,Yes,No,AMEX,15,17," $11,669.20 ",No,40, $24.30 , $344.90 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,3,No,No,No,No,Yes,25,Yes,No,No,No,No
4850-BXBFET-BRV,4,1,Male,71,12,Crafts,No,36,Yes," $63,000.00 ",19,7.94808,4.02192,No,Married,2,2,2,0,0,0,1,Own,Domestic," $28,800.00 ",18,No,Yes,Mast,38,11," $2,458.40 ",No,71, $75.75 ," $1,868.45 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,Yes,No,22,No,No,No,No,Yes
0472-RUPTZZ-6GD,5,5,Male,46,16,Agriculture,No,17,No," $56,000.00 ",1.7,0.33796,0.61404,No,Unmarried,1,2,2,0,0,1,0,-1,-1," $(1,000.00)",26,Yes,No,Othe,28,13," $4,229.40 ",Yes,67, $45.15 , $978.35 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,3,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No
7506-LQFTMT-B7L,2,3,Female,72,17,Agriculture,No,19,No," $67,000.00 ",8.5,3.024045,2.670955,No,Married,2,1,1,0,0,1,1,Own,Foreign," $42,800.00 ",26,No,No,Disc,29,12," $2,650.40 ",No,50, $43.35 , $684.80 ,Yes, $26.30 ," $1,348.50 ",Yes,No, $-   , $-   ,No,No,No,No,No,No,No,Yes,No,26,No,No,No,No,Yes
9137-LWXDZU-QO5,3,1,Male,18,13,Crafts,No,0,No," $17,000.00 ",10.3,1.024335,0.726665,Yes,Unmarried,1,0,0,0,0,0,1,Own,Domestic," $7,800.00 ",30,Yes,Yes,Othe,0,7, $990.70 ,Yes,7, $56.10 , $115.20 ,Yes, $40.15 , $222.40 ,Yes,Yes, $28.10 , $147.70 ,Yes,No,No,3,Yes,Yes,Yes,Yes,Yes,26,Yes,No,Yes,No,Yes
6595-UUXFVE-G7U,4,3,Male,25,17,Professional,No,0,No," $50,000.00 ",13.2,1.9074,4.6926,Yes,Unmarried,1,11,1,1,0,1,2,Own,Domestic," $32,000.00 ",33,Yes,No,Visa,2,9," $1,942.50 ",Yes,3, $11.25 , $5.80 ,Yes, $33.20 , $54.85 ,Yes,Yes, $24.05 , $35.55 ,No,Yes,Yes,3,No,No,No,No,Yes,16,Yes,Yes,Yes,Yes,No
2235-MEUKPE-VES,5,5,Female,42,17,Professional,No,4,No," $40,000.00 ",10.7,2.568,1.712,No,Married,2,0,0,0,0,1,3,Own,Foreign," $19,900.00 ",31,No,Yes,AMEX,18,8," $4,690.20 ",Yes,41, $13.65 , $179.70 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,Yes,No,15,Yes,No,No,No,No
3504-KJYQUP-6BX,5,5,Male,51,15,Labor,No,4,No," $29,000.00 ",7.2,0.288144,1.799856,Yes,Married,3,0,0,0,0,0,2,Own,Domestic," $13,500.00 ",32,No,No,Mast,11,8," $1,863.60 ",Yes,27, $30.15 , $274.90 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,22,Yes,Yes,No,No,No
4250-KCFQWK-UVX,2,3,Male,28,15,Sales,No,1,No," $19,000.00 ",2.3,0.247779,0.189221,No,Unmarried,1,9,2,0,0,0,4,Lease,Foreign," $9,900.00 ",29,Yes,Yes,AMEX,6,15," $4,501.10 ",No,20, $13.35 , $78.60 ,No, $-   , $-   ,No,Yes, $28.80 , $556.95 ,Yes,No,Yes,2,No,No,No,No,Yes,14,Yes,Yes,Yes,No,No
8882-BPWMHP-FA4,5,4,Female,47,16,Labor,No,16,No," $88,000.00 ",2.5,1.1704,1.0296,No,Married,6,0,0,0,0,0,0,-1,-1," $(1,000.00)",25,No,Yes,Othe,15,7," $3,944.50 ",No,43, $38.85 , $553.75 ,Yes, $36.60 ," $1,541.80 ",Yes,No, $-   , $-   ,No,Yes,No,No,Yes,Yes,Yes,Yes,No,18,No,Yes,No,No,No
3913-VGYWCU-5OD,2,2,Female,43,12,Labor,No,20,No," $92,000.00 ",6.6,2.501664,3.570336,No,Unmarried,1,1,1,0,0,1,2,Own,Domestic," $48,000.00 ",25,No,Yes,Disc,9,10," $3,014.20 ",No,27, $25.05 , $206.85 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,15,No,Yes,No,No,No
1857-LALNZO-QLK,3,4,Male,38,19,Sales,No,4,No," $41,000.00 ",18.4,2.572504,4.971496,Yes,Unmarried,1,0,0,0,0,1,2,Own,Foreign," $21,300.00 ",30,No,No,Visa,16,5, $975.60 ,Yes,34, $18.30 , $208.35 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,2,No,No,No,No,No,21,Yes,Yes,No,No,No
7253-YCXANE-FJY,4,5,Male,30,12,Professional,No,3,No," $36,000.00 ",1.8,0.18144,0.46656,No,Married,6,1,1,0,0,0,0,-1,-1," $(1,000.00)",28,Yes,Yes,Disc,6,7," $1,512.00 ",Yes,9, $20.85 , $56.15 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,31,Yes,No,No,No,No
7029-OMXAXD-Y2Q,2,1,Male,43,11,Sales,Yes,4,No," $26,000.00 ",1.5,0.06591,0.32409,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic," $13,600.00 ",26,No,Yes,AMEX,3,9," $1,347.50 ",No,4, $10.05 , $12.15 ,Yes, $30.50 , $99.00 ,Yes,Yes, $14.70 , $70.25 ,No,Yes,No,2,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,No,No,No
8318-FEMEWF-RX3,1,1,Male,73,15,,No,36,No," $127,000.00 ",2.5,0.860425,2.314575,No,Married,2,2,1,0,0,1,1,Own,Domestic," $65,200.00 ",29,No,No,Disc,38,6," $1,603.50 ",No,70, $112.50 ," $2,601.70 ",Yes, $55.20 ," $3,672.65 ",Yes,Yes, $69.20 ," $4,797.75 ",Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,No,Yes,Yes
4050-BCFIUC-KUJ,2,1,Male,66,16,Service,No,21,No," $52,000.00 ",18.3,3.130764,6.385236,No,Married,2,0,0,0,0,1,2,Own,Domestic," $19,600.00 ",20,Yes,No,AMEX,35,7," $2,343.80 ",No,67, $54.90 ," $1,258.00 ",No, $-   , $-   ,Yes,Yes, $46.25 ," $2,952.45 ",Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,12,Yes,No,No,No,Yes
9321-FCPRGD-QA6,3,4,Female,66,15,Professional,No,15,No," $71,000.00 ",5.4,0.371898,3.462102,No,Unmarried,1,0,0,0,0,0,3,Own,Domestic," $33,200.00 ",32,Yes,No,Disc,37,11," $4,525.10 ",Yes,70, $64.20 ," $1,454.30 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,Yes,No,16,Yes,No,No,No,Yes
8838-HLCFUD-1RQ,3,2,Male,60,11,Sales,No,8,No," $82,000.00 ",13.2,5.379528,5.444472,No,Unmarried,1,2,2,0,0,1,4,Own,Foreign," $61,000.00 ",21,No,No,Mast,22,8," $4,395.80 ",Yes,49, $22.50 , $377.80 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,Yes,Yes,No,Yes,13,Yes,No,No,No,No
0034-EFPVBU-CUF,5,3,Male,78,12,Sales,Yes,15,Yes," $16,000.00 ",14.5,0.4988,1.8212,No,Married,2,6,0,1,0,1,1,Lease,Domestic," $9,300.00 ",31,No,No,Disc,38,10," $1,499.40 ",No,71, $62.70 ," $1,431.00 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,22,Yes,No,Yes,No,Yes
8607-AMZELA-S5B,5,1,Female,57,18,Agriculture,No,23,No," $472,000.00 ",1.2,1.376352,4.287648,No,Unmarried,1,0,0,0,0,1,2,Own,Domestic," $88,000.00 ",19,Yes,No,Disc,17,10," $4,239.40 ",No,22, $53.10 , $328.70 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,24,Yes,Yes,Yes,Yes,No
6154-XRTGDH-Q90,5,4,Male,67,13,Sales,No,15,No," $92,000.00 ",10,3.7168,5.4832,No,Married,2,1,0,1,0,1,2,Own,Domestic," $25,500.00 ",25,Yes,Yes,Disc,24,11," $2,397.10 ",No,59, $31.20 , $609.80 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,No,Yes,No,No,20,No,No,No,No,Yes
3900-UQUFHI-RSI,2,4,Male,25,15,Professional,No,0,No," $23,000.00 ",2.7,0.200583,0.420417,No,Married,3,2,2,0,0,1,1,Lease,Foreign," $12,400.00 ",27,No,No,Visa,1,8," $2,325.10 ",No,1, $4.05 , $1.35 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,Yes,No,No,No
0914-UPADRK-5W4,5,5,Female,76,11,Service,Yes,31,Yes," $51,000.00 ",1.8,0.208386,0.709614,No,Married,2,9,2,0,0,1,1,Own,Foreign," $18,300.00 ",27,No,Yes,Mast,40,11," $2,782.90 ",Yes,72, $218.25 ," $5,192.95 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,Yes,No,No,No,No,No,No,Yes,20,Yes,Yes,No,Yes,Yes
1673-TGLSWL-92L,1,1,Female,67,9,Sales,No,16,No," $47,000.00 ",10.9,2.20289,2.92011,No,Married,2,0,0,0,0,0,2,Lease,Domestic," $19,500.00 ",22,No,No,Othe,35,15," $4,450.40 ",Yes,64, $46.95 , $964.40 ,No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,23,No,No,No,No,Yes
9886-BWBBAF-GUM,1,1,Female,50,17,Agriculture,No,16,No," $54,000.00 ",17.8,2.028132,7.583868,Yes,Unmarried,1,2,0,1,1,0,2,Own,Foreign," $31,600.00 ",15,No,No,Disc,3,5," $2,449.00 ",Yes,19, $7.05 , $48.15 ,Yes, $40.00 , $752.70 ,Yes,Yes, $24.30 , $425.20 ,No,Yes,Yes,2,No,Yes,No,Yes,Yes,21,Yes,Yes,Yes,No,Yes
4065-ODUBPP-GQI,3,2,Male,77,21,Crafts,No,30,Yes," $20,000.00 ",5.8,0.21576,0.94424,No,Unmarried,1,0,0,0,0,0,2,Lease,Domestic," $10,100.00 ",15,No,Yes,Mast,40,11," $1,980.70 ",Yes,72, $150.45 ," $3,571.20 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,3,No,No,Yes,No,Yes,18,Yes,Yes,Yes,No,Yes
2318-YSFAWP-PQ4,1,1,Male,21,12,Professional,No,1,No," $15,000.00 ",6.4,0.1056,0.8544,No,Unmarried,1,2,2,0,0,1,2,Lease,Foreign," $7,400.00 ",26,No,No,AMEX,4,9," $2,030.60 ",Yes,6, $11.85 , $18.15 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,Yes,No,Yes,Yes,No,No,20,Yes,No,No,No,No
7264-FLNAOJ-A2P,1,2,Female,21,16,Sales,No,0,No," $21,000.00 ",11.9,0.969612,1.529388,Yes,Married,4,9,0,0,2,1,2,Own,Domestic," $8,500.00 ",23,Yes,No,Disc,2,15," $2,311.50 ",No,14, $31.95 , $128.90 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,Yes,No,Yes,No,0,Yes,Yes,Yes,No,Yes
5996-NSVZTW-7VD,4,3,Female,76,16,Service,No,19,Yes," $9,000.00 ",6.5,0.236925,0.348075,No,Married,2,0,0,0,0,0,2,Own,Domestic," $3,600.00 ",28,No,No,Visa,40,15," $3,621.30 ",Yes,72, $539.55 ," $13,046.50 ",Yes, $50.85 ," $3,670.55 ",Yes,No, $-   , $-   ,Yes,Yes,No,2,No,No,No,No,Yes,17,Yes,Yes,Yes,No,Yes
4158-AYKQKM-OFQ,3,5,Male,46,15,Labor,No,15,No," $171,000.00 ",10.2,1.796526,15.645474,No,Unmarried,1,3,0,3,0,1,3,Own,Domestic," $89,000.00 ",18,No,Yes,Disc,16,9," $6,149.80 ",Yes,43, $25.50 , $371.40 ,Yes, $36.30 ," $1,455.45 ",Yes,No, $-   , $-   ,No,Yes,Yes,3,Yes,Yes,Yes,Yes,No,12,Yes,Yes,No,No,Yes
9975-VKATOU-J4H,5,5,Female,37,9,Sales,No,3,No," $34,000.00 ",3.6,0.487152,0.736848,No,Married,3,0,0,0,0,0,2,Own,Foreign," $16,400.00 ",34,No,Yes,Visa,10,9," $2,799.00 ",Yes,23, $16.35 , $121.00 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,18,Yes,Yes,No,No,No
5825-CUYMLG-B8P,4,1,Female,21,16,Professional,No,0,No," $23,000.00 ",20.9,1.187329,3.619671,Yes,Unmarried,2,0,0,0,0,0,3,Own,Foreign," $11,800.00 ",15,No,Yes,Othe,4,8," $2,031.60 ",No,6, $13.50 , $37.10 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,2,No,No,No,No,No,0,Yes,No,Yes,No,No
1954-TUGUAM-VOV,2,1,Female,73,18,Labor,No,19,Yes," $9,000.00 ",1.4,0.036162,0.089838,No,Married,2,0,0,0,0,0,3,Lease,Foreign," $3,600.00 ",21,No,No,AMEX,38,8," $1,454.80 ",No,70, $67.20 ," $1,588.35 ",Yes, $40.65 ," $2,798.55 ",Yes,Yes, $25.45 ," $1,774.05 ",Yes,No,No,Yes,No,No,No,No,Yes,28,Yes,Yes,Yes,No,Yes
6056-MCOLES-8Q3,5,3,Female,58,9,Crafts,No,29,No," $79,000.00 ",1.1,0.185966,0.683034,No,Unmarried,1,3,0,3,0,0,0,-1,-1," $(1,000.00)",27,No,No,Visa,18,10," $2,843.70 ",No,53, $42.00 , $708.25 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,No,No,21,No,No,No,No,Yes
5099-WPOBFB-V7T,2,2,Female,59,9,Professional,Yes,4,No," $20,000.00 ",1.4,0.0504,0.2296,No,Married,2,2,1,0,1,1,3,Lease,Domestic," $11,300.00 ",26,No,Yes,Visa,28,6," $1,073.00 ",No,59, $60.75 ," $1,216.50 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,16,No,No,No,No,Yes
7596-YTIMPZ-2SP,1,1,Male,37,11,Sales,No,4,No," $24,000.00 ",0.7,0.04956,0.11844,Yes,Married,5,3,0,3,0,1,2,Lease,Domestic," $13,300.00 ",17,No,Yes,Mast,15,14," $2,835.80 ",Yes,39, $18.45 , $219.60 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No
4937-JHLEVY-DXO,4,4,Male,22,17,Labor,No,0,No," $13,000.00 ",13.8,0.800124,0.993876,Yes,Unmarried,1,8,0,0,0,1,2,Lease,Domestic," $8,200.00 ",26,No,Yes,Disc,4,9," $1,836.40 ",Yes,30, $26.70 , $258.80 ,Yes, $24.60 , $775.05 ,No,No, $-   , $-   ,Yes,No,No,Yes,No,No,No,No,Yes,19,Yes,Yes,Yes,No,Yes
6879-SZBXXQ-ERC,4,4,Female,58,16,Service,No,20,No," $409,000.00 ",6.7,6.987765,20.415235,No,Unmarried,4,4,1,2,1,1,1,Own,Foreign," $93,200.00 ",24,Yes,Yes,Mast,17,14," $12,952.90 ",No,48, $20.40 , $331.30 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,28,No,Yes,Yes,No,No
3255-AGSHEO-6YB,3,4,Male,76,12,Service,No,28,Yes," $12,000.00 ",5.6,0.340704,0.331296,No,Unmarried,1,1,1,0,0,1,2,Lease,Foreign," $5,400.00 ",30,No,Yes,Mast,36,7," $1,700.90 ",No,64, $77.55 ," $1,624.50 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,No,18,Yes,No,No,No,Yes
8461-SHTZXD-O8R,5,5,Female,33,13,Sales,No,5,No," $52,000.00 ",21.1,3.522012,7.449988,Yes,Married,4,2,0,2,0,1,5,Own,Domestic," $33,800.00 ",37,No,No,Disc,15,12," $2,928.50 ",Yes,43, $43.35 , $645.25 ,Yes, $59.30 ," $2,535.85 ",Yes,Yes, $54.85 ," $2,417.95 ",Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,28,Yes,Yes,Yes,Yes,No
0362-TRYKBE-0F1,5,1,Male,37,15,,No,3,No," $58,000.00 ",2.8,0.74704,0.87696,No,Married,2,1,1,0,0,1,1,Own,Domestic," $36,100.00 ",16,No,Yes,Disc,4,8," $2,193.50 ",No,10, $12.60 , $26.25 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,2,No,No,No,No,No,19,Yes,No,Yes,No,No
6793-RYYHKO-1JV,4,4,Female,62,17,Professional,No,9,No," $106,000.00 ",15.1,5.185944,10.820056,No,Married,2,0,0,0,0,1,3,Own,Foreign," $58,900.00 ",22,No,Yes,Disc,35,8," $1,925.40 ",Yes,62, $31.35 , $629.85 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,20,No,No,No,No,Yes
3553-XGNZFG-OB9,5,5,Male,33,15,Agriculture,No,5,No," $30,000.00 ",6.9,0.45126,1.61874,No,Unmarried,1,0,0,0,0,0,0,-1,-1," $(1,000.00)",25,No,No,Disc,11,9," $1,234.90 ",Yes,33, $18.90 , $223.30 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,No,Yes,Yes,Yes,No,29,Yes,Yes,No,No,Yes
9137-TPLFSX-MUY,4,2,Male,53,9,Sales,Yes,7,No," $29,000.00 ",6.2,0.388368,1.409632,No,Unmarried,1,6,0,0,0,0,3,Own,Domestic," $15,200.00 ",32,No,Yes,Mast,3,17," $4,448.50 ",Yes,9, $11.40 , $45.05 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,20,No,No,No,No,No
4278-OFXEFE-8VX,5,4,Female,76,15,Sales,No,8,No," $25,000.00 ",2.9,0.337125,0.387875,No,Unmarried,1,8,1,0,0,1,2,Own,Domestic," $14,500.00 ",19,No,No,Mast,38,14," $6,239.10 ",No,70, $57.60 ," $1,293.40 ",No, $-   , $-   ,Yes,No, $-   , $-   ,Yes,No,No,No,No,No,No,No,Yes,14,No,No,Yes,No,Yes
9607-SSUZLA-6BC,4,3,Female,24,14,Service,No,3,No," $53,000.00 ",10.5,2.187045,3.377955,No,Married,4,6,1,0,0,1,0,-1,-1," $(1,000.00)",29,No,Yes,Disc,6,8," $3,519.40 ",Yes,60, $66.00 ," $1,375.90 ",No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,Yes,No,No,No,No,No,19,Yes,Yes,No,No,Yes
5442-PBQUSK-87D,5,5,Female,52,12,Sales,No,9,No," $66,000.00 ",4.2,0.310464,2.461536,No,Married,2,1,1,0,0,1,2,Own,Domestic," $27,500.00 ",35,Yes,Yes,Disc,34,8," $4,784.00 ",No,62, $59.55 ," $1,212.55 ",Yes, $37.00 ," $2,188.10 ",Yes,No, $-   , $-   ,Yes,No,Yes,2,No,Yes,No,Yes,Yes,17,Yes,No,Yes,No,Yes
6426-FSNNEX-5R9,2,1,Female,33,15,Labor,No,6,No," $30,000.00 ",3.8,0.28614,0.85386,No,Married,3,0,0,0,0,1,1,Own,Foreign," $15,800.00 ",15,No,Yes,Visa,5,16," $2,865.50 ",Yes,13, $10.05 , $45.75 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,No,No,No,No,No,16,Yes,No,No,No,No
8880-CVYCMC-T8E,1,2,Female,19,13,Service,No,0,No," $14,000.00 ",13.9,0.577962,1.368038,Yes,Married,3,0,0,0,0,1,2,Own,Domestic," $5,500.00 ",31,No,No,Othe,1,11," $1,619.40 ",Yes,12, $28.95 , $136.30 ,No, $-   , $-   ,Yes,No, $-   , $-   ,No,No,No,No,Yes,Yes,Yes,Yes,No,31,No,Yes,No,No,No
4265-ZALLCC-RMF,2,1,Female,51,19,Sales,No,6,No," $69,000.00 ",4.2,0.715806,2.182194,No,Married,2,2,1,1,0,1,2,Own,Foreign," $39,700.00 ",27,No,Yes,Visa,19,11," $3,207.70 ",Yes,37, $24.00 , $278.55 ,No, $-   , $-   ,No,No, $-   , $-   ,No,No,No,No,Yes,No,No,No,No,22,No,Yes,No,No,Yes
0751-HRZYGG-LY3,1,1,Female,30,21,Professional,Yes,1,No," $104,000.00 ",2.8,0.850304,2.061696,No,Married,6,4,0,1,0,1,3,Own,Foreign," $61,900.00 ",24,No,Yes,AMEX,9,7," $3,047.80 ",No,24, $34.50 , $299.00 ,Yes, $35.30 , $807.35 ,Yes,No, $-   , $-   ,No,Yes,Yes,2,Yes,No,Yes,Yes,No,20,Yes,Yes,No,Yes,No
