,CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,Gender_num,LoanDefault_num,DebtToIncomeRatio_Recoded,Age_Recoded,PhoneCoTenure_Coded,OwnsMobileDevice_Coded,HomeOwner2,VoiceLastMonth_Coded,CardSpendMonth_cat,EquipmentOverTenure_cat,CarValue_cat
2739,8432-WMJZND-A7F,2,3,Female,44,13,Professional,No,6,No,67000.0,9.1,0.804804,5.292196,1,2,2.0,4.0,2.0,2.0,0.0,0.0,3,Own,Domestic,33400.0,21,No,Yes,Visa,1,9,3933.5,No,6, $13.20 , $18.80 ,Yes, $27.75 ,163.4,No,0, $-   ,1,Yes,No,No,4,No,No,No,No,Yes,25,Yes,Yes,Yes,No,No,2.0,1,2,2,1,2,1.0,13.2,1,1,2
2740,9693-JKQHWU-HQL,2,1,Female,75,14,Agriculture,No,19,Yes,55000.0,13.8,1.37379,6.21621,2,1,2.0,0.0,0.0,0.0,0.0,1.0,2,Own,Domestic,24500.0,25,No,No,Mast,33,10,1249.1,No,68, $39.15 , $941.25 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,2,No,No,No,No,Yes,24,Yes,No,Yes,No,Yes,2.0,2,3,4,4,1,2.0,39.15,1,1,1
2741,7978-MUVABQ-NSZ,3,2,Female,60,11,Sales,Yes,9,No,39000.0,2.7,0.513864,0.539136,2,2,1.0,4.0,0.0,0.0,0.0,0.0,3,Own,Domestic,16700.0,19,Yes,No,Mast,15,2,431.1,Yes,37, $23.70 , $270.05 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,26,No,No,No,No,No,2.0,2,1,3,2,1,1.0,23.7,1,1,1
2742,3139-CXXAJS-NUF,2,3,Female,36,6,Crafts,Yes,13,No,29000.0,43.1,6.561975,5.937025,1,1,7.0,0.0,0.0,0.0,0.0,1.0,3,Own,Foreign,14500.0,19,No,Yes,Disc,17,8,1857.7,No,40, $23.85 , $279.15 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,21,Yes,No,Yes,No,Yes,2.0,1,4,2,3,1,2.0,23.85,1,1,1
2743,2590-GUXWSK-RWT,2,1,Male,18,13,Professional,No,0,No,20000.0,2.3,0.13018,0.32982,1,2,4.0,0.0,0.0,0.0,0.0,1.0,3,Own,Domestic,11700.0,17,No,No,Mast,0,10,2861.1,No,7, $62.85 , $131.75 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,Yes,2,Yes,Yes,Yes,Yes,No,26,Yes,Yes,No,No,No,1.0,1,1,1,1,2,2.0,62.85,1,1,1
2744,1834-TLGRSP-VFJ,2,2,Female,79,21,Labor,No,12,Yes,26000.0,4.1,0.434928,0.631072,2,2,1.0,6.0,3.0,0.0,0.0,1.0,1,Own,Domestic,16400.0,18,No,No,Visa,27,10,2216.5,No,58, $41.10 , $781.90 ,Yes, $75.80 ,4395.3,Yes,1, $85.95 ,2,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,Yes,2.0,2,1,4,3,2,2.0,41.1,1,3,1
2745,8641-LPLJYF-Z0V,4,2,Female,46,13,Agriculture,No,9,No,45000.0,0.8,0.12924,0.23076,2,2,1.0,0.0,0.0,0.0,0.0,1.0,5,Own,Foreign,27500.0,23,No,No,Visa,21,13,2516.3,Yes,50, $37.50 , $656.75 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,Yes,No,No,16,No,No,No,No,Yes,2.0,2,1,2,3,1,2.0,37.5,1,1,2
2746,3263-UGTXWO-MNM,1,1,Female,49,14,Service,No,5,No,53000.0,16.5,2.34366,6.40134,1,1,2.0,3.0,0.0,0.0,0.0,0.0,3,Own,Foreign,21500.0,20,No,Yes,Disc,9,16,3399.9,No,14, $16.65 , $72.30 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,Yes,No,No,No,22,No,No,No,No,No,2.0,1,4,3,1,1,1.0,16.65,1,1,1
2747,0666-LITATD-D4Y,4,1,Male,30,18,Sales,No,1,No,26000.0,8.6,1.153776,1.082224,2,2,1.0,1.0,0.0,1.0,0.0,1.0,4,Own,Domestic,12300.0,18,No,Yes,Mast,12,7,1962.2,No,47, $34.50 , $588.40 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,2,No,No,No,No,Yes,31,Yes,Yes,Yes,No,No,1.0,2,2,1,3,2,2.0,34.5,1,1,1
2748,9342-LIOJLV-1IF,3,1,Female,29,13,Sales,No,1,No,31000.0,10.1,1.499749,1.631251,1,1,4.0,3.0,0.0,1.0,2.0,0.0,1,Lease,Foreign,15600.0,25,Yes,No,Disc,11,11,2076.5,No,31, $37.20 , $362.15 ,Yes, $42.50 ,1214.5,Yes,1, $40.50 ,1,No,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,No,2.0,1,3,1,2,2,1.0,37.2,1,1,1
2749,0616-EJFMSY-BVD,5,5,Female,31,15,Sales,No,3,No,215000.0,21.4,19.7843,26.2257,1,2,4.0,0.0,0.0,0.0,0.0,1.0,3,Own,Domestic,82800.0,34,Yes,Yes,Mast,2,14,11494.0,No,4, $15.00 , $20.35 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,26,No,No,No,No,No,2.0,1,4,1,1,1,2.0,15.0,2,1,4
2750,6855-LNJYWN-Y65,4,1,Female,77,15,Sales,No,6,No,27000.0,11.3,0.543078,2.507922,2,2,1.0,5.0,0.0,0.0,0.0,0.0,1,Own,Foreign,15000.0,15,Yes,Yes,Mast,6,10,2874.2,No,15, $31.95 , $128.70 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,No,No,26,No,No,No,No,No,2.0,2,3,4,1,1,1.0,31.95,1,1,1
2751,7772-UISXUF-OP9,5,4,Male,26,14,Service,No,3,No,16000.0,2.6,0.179296,0.236704,2,1,5.0,0.0,0.0,0.0,0.0,1.0,1,Own,Foreign,4200.0,25,No,No,Disc,8,11,1734.3,Yes,41, $21.15 , $270.30 ,Yes, $30.50 ,1214.45,Yes,0, $-   ,1,Yes,No,Yes,1,No,No,No,No,No,18,Yes,No,No,No,No,1.0,2,1,1,3,1,2.0,21.15,1,1,1
2752,2359-ITXDHZ-FMA,5,5,Female,31,12,Labor,No,8,No,42000.0,21.4,1.375164,7.612836,1,1,6.0,6.0,0.0,2.0,0.0,1.0,3,Own,Domestic,20600.0,21,No,Yes,Disc,13,11,1682.0,No,40, $24.00 , $392.15 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,No,No,No,No,14,No,No,No,No,Yes,2.0,1,4,1,3,1,2.0,24.0,1,1,1
2753,7504-VTGYIL-2K7,5,5,Male,64,15,Crafts,Yes,28,No,180000.0,2.8,2.36376,2.67624,2,1,2.0,1.0,1.0,0.0,0.0,1.0,4,Own,Domestic,87600.0,36,No,Yes,AMEX,40,10,4336.3,Yes,71, $83.55 ," $2,047.60 ",Yes, $43.20 ,3009.2,Yes,1, $42.15 ,1,Yes,Yes,Yes,4,Yes,Yes,No,No,Yes,20,Yes,Yes,Yes,No,Yes,1.0,2,1,4,4,2,2.0,83.55,1,2,4
2754,6525-VSQAVF-QM0,4,1,Female,32,20,Labor,No,3,No,227000.0,10.3,4.559295,18.821705,2,2,2.0,3.0,1.0,1.0,1.0,1.0,3,Own,Foreign,86000.0,18,No,Yes,Disc,14,9,2449.8,Yes,56, $39.75 , $762.70 ,No, $-   ,0.0,Yes,1, $56.50 ,1,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,21,No,No,No,Yes,No,2.0,2,3,2,3,1,2.0,39.75,1,1,4
2755,7623-YAGIPO-LGB,4,5,Male,60,14,Labor,No,17,Yes,12000.0,10.5,0.66528,0.59472,2,2,1.0,4.0,0.0,4.0,0.0,0.0,1,Own,Domestic,5400.0,24,Yes,Yes,Mast,22,6,2329.2,Yes,47, $41.70 , $656.70 ,No, $-   ,0.0,No,0, $-   ,1,Yes,No,No,0,No,No,No,No,Yes,17,No,Yes,No,No,Yes,1.0,2,3,3,3,2,1.0,41.7,1,1,1
2756,8117-CRCVST-PFT,4,5,Male,35,11,Sales,No,6,No,37000.0,20.9,2.613754,5.119246,1,2,2.0,5.0,0.0,0.0,0.0,0.0,2,Lease,Foreign,13300.0,30,No,No,Othe,17,11,2066.3,Yes,45, $21.15 , $330.70 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,27,No,No,No,No,No,1.0,1,4,2,3,1,1.0,21.15,1,1,1
2757,3114-WDOBKR-OCP,4,3,Female,18,12,Crafts,Yes,0,No,14000.0,22.9,0.57708,2.62892,1,1,5.0,5.0,2.0,0.0,0.0,1.0,1,Own,Foreign,7800.0,24,No,No,Visa,0,13,3511.7,Yes,0, $18.75 , #NULL! ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,25,No,No,No,No,No,2.0,1,4,1,1,1,2.0,18.75,1,1,1
2758,0899-FYORWV-86N,3,2,Male,68,8,Labor,No,32,No,186000.0,7.3,4.88808,8.68992,2,2,1.0,0.0,0.0,0.0,0.0,1.0,2,Own,Foreign,83800.0,25,Yes,No,Visa,39,8,4443.4,No,71, $113.55 ," $2,692.15 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,Yes,Yes,Yes,Yes,No,19,No,No,No,No,No,1.0,2,2,4,4,1,2.0,113.55,1,1,4
2759,2727-VJTFSE-HOR,4,1,Male,43,13,Sales,No,5,No,68000.0,20.9,5.571104,8.640896,1,2,1.0,1.0,1.0,0.0,0.0,0.0,2,Own,Domestic,33300.0,23,No,Yes,Mast,25,6,1410.8,No,49, $42.90 , $747.10 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,25,No,No,No,No,Yes,1.0,1,4,2,3,1,1.0,42.9,1,1,2
2760,0719-DZEGQX-0SD,3,5,Male,19,9,Service,No,2,No,16000.0,10.1,0.833856,0.782144,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0,-1,-1,1000.0,32,No,Yes,Othe,1,7,1097.3,Yes,16, $17.10 , $70.75 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,20,No,No,No,No,No,1.0,2,3,1,1,1,2.0,17.1,1,1,1
2761,6231-VXDDMW-GJC,4,3,Male,59,14,Sales,Yes,7,No,36000.0,18.4,2.88144,3.74256,2,1,2.0,1.0,0.0,1.0,0.0,1.0,4,Own,Foreign,7800.0,27,Yes,Yes,AMEX,8,17,7912.4,No,21, $13.80 , $108.50 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,19,Yes,No,No,No,No,1.0,2,4,3,2,1,2.0,13.8,1,1,1
2762,6504-BASSJM-G5A,2,2,Female,53,13,Professional,No,16,No,86000.0,29.2,0.75336,24.35864,2,2,1.0,9.0,0.0,2.0,0.0,1.0,2,Own,Foreign,46600.0,21,No,Yes,Disc,34,9,1454.9,No,68, $51.15 ," $1,188.10 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,19,No,No,No,No,Yes,2.0,2,4,3,4,1,2.0,51.15,1,1,2
2763,8578-TWSGQD-0P1,1,1,Male,48,18,Sales,No,4,No,89000.0,13.9,3.043266,9.327734,1,2,1.0,1.0,1.0,0.0,0.0,1.0,2,Own,Domestic,39200.0,19,Yes,No,Disc,24,7,3528.3,No,52, $80.10 ," $1,360.40 ",No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,1,Yes,Yes,Yes,Yes,No,23,Yes,No,No,No,Yes,1.0,1,3,3,3,1,2.0,80.1,1,1,2
2764,1117-OHMKNR-Y51,4,1,Male,47,15,Agriculture,No,16,No,106000.0,5.6,0.08904,5.84696,2,2,1.0,4.0,0.0,4.0,0.0,0.0,3,Own,Foreign,67700.0,20,No,No,Othe,13,15,5925.2,No,42, $28.05 , $403.40 ,Yes, $31.65 ,1340.65,Yes,0, $-   ,1,No,Yes,Yes,4,No,Yes,Yes,No,Yes,25,Yes,Yes,Yes,Yes,No,1.0,2,2,2,3,2,1.0,28.05,1,1,3
2765,4877-OZDGZH-D9M,3,2,Female,58,13,Labor,No,26,No,73000.0,3.3,1.647756,0.761244,2,2,1.0,7.0,0.0,0.0,0.0,1.0,1,Own,Foreign,35400.0,22,Yes,No,Visa,39,14,2273.0,No,72, $85.05 ," $2,068.10 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,3,Yes,Yes,Yes,Yes,No,19,Yes,No,No,Yes,Yes,2.0,2,1,3,4,1,2.0,85.05,1,1,2
2766,5017-WMPJVS-YQP,5,4,Male,25,13,Professional,No,1,No,33000.0,35.8,4.737414,7.076586,1,2,1.0,0.0,0.0,0.0,0.0,0.0,2,Own,Foreign,10900.0,34,Yes,Yes,Othe,1,7,2891.2,No,2, $4.50 , $1.65 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,4,No,No,No,No,Yes,15,Yes,Yes,Yes,No,No,1.0,1,4,1,1,2,1.0,4.5,1,1,1
2767,2319-UBTZOU-BDO,5,3,Male,56,11,Sales,No,2,No,55000.0,19.4,4.73748,5.93252,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1,Own,Domestic,20100.0,27,No,Yes,Visa,22,13,13889.8,Yes,48, $42.75 , $679.95 ,Yes, $32.00 ,1579.0,Yes,1, $31.30 ,1,Yes,No,No,4,No,No,Yes,No,Yes,13,Yes,No,Yes,No,Yes,1.0,1,4,3,3,1,1.0,42.75,2,1,1
2768,2256-MRAMIQ-LJ1,2,1,Male,68,11,Sales,Yes,2,No,20000.0,2.8,0.13608,0.42392,2,2,1.0,1.0,1.0,0.0,0.0,1.0,2,Lease,Domestic,9100.0,27,No,No,Visa,1,10,2847.6,No,1, $5.55 , $1.85 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,0,No,No,No,No,No,1.0,2,1,4,1,1,2.0,5.55,1,1,1
2769,6490-SQKMBR-9UZ,5,4,Male,66,9,Sales,No,15,No,68000.0,12.7,2.159,6.477,2,2,2.0,5.0,0.0,0.0,0.0,1.0,3,Own,Foreign,25300.0,22,No,No,Mast,18,5,802.0,No,26, $22.95 , $176.05 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,23,No,No,No,No,No,1.0,2,3,4,2,1,2.0,22.95,1,1,1
2770,5126-WLYXHE-S62,2,2,Male,38,15,Sales,No,0,No,33000.0,6.2,0.814308,1.231692,2,2,1.0,3.0,1.0,2.0,0.0,1.0,1,Own,Domestic,19600.0,28,Yes,Yes,Visa,3,5,1843.0,Yes,14, $12.45 , $56.40 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,No,Yes,No,22,No,Yes,No,No,Yes,1.0,2,2,2,1,2,2.0,12.45,1,1,1
2771,2827-UOWJBD-SYA,1,4,Male,22,14,Sales,No,0,No,20000.0,14.4,0.25344,2.62656,1,1,4.0,5.0,0.0,0.0,0.0,1.0,3,Own,Domestic,14700.0,21,No,Yes,Mast,2,11,3637.8,Yes,7, $12.75 , $30.95 ,Yes, $19.70 ,127.3,No,0, $-   ,1,No,No,No,3,No,No,No,No,Yes,17,Yes,Yes,Yes,No,No,1.0,1,3,1,1,2,2.0,12.75,1,1,1
2772,1402-XVMJFP-FAT,5,3,Male,77,17,Sales,No,5,Yes,10000.0,8.1,0.162,0.648,2,2,1.0,3.0,0.0,1.0,2.0,0.0,2,Lease,Foreign,5000.0,30,Yes,Yes,Othe,36,8,1508.3,No,65, $59.40 ," $1,301.20 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,3,No,No,No,No,No,19,Yes,No,No,No,Yes,1.0,2,2,4,4,1,1.0,59.4,1,1,1
2773,4940-QFBTLJ-WXO,2,3,Female,49,15,Sales,No,2,No,59000.0,11.4,4.768734,1.957266,1,1,2.0,7.0,0.0,1.0,1.0,0.0,3,Own,Domestic,30100.0,29,No,Yes,Visa,4,11,1474.7,Yes,16, $24.60 , $126.45 ,Yes, $36.50 ,513.5,Yes,1, $26.55 ,1,No,Yes,Yes,3,No,Yes,Yes,Yes,Yes,20,Yes,No,Yes,No,No,2.0,1,3,3,1,1,1.0,24.6,1,1,2
2774,6704-LTYDYF-H8I,5,2,Female,69,19,Sales,No,10,No,81000.0,8.8,2.801304,4.326696,2,1,2.0,0.0,0.0,0.0,0.0,1.0,2,Own,Domestic,48100.0,22,No,Yes,Disc,34,11,3082.4,No,68, $48.90 ," $1,099.30 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,1,No,Yes,Yes,Yes,No,22,Yes,Yes,No,No,Yes,2.0,2,2,4,4,2,2.0,48.9,1,1,2
2775,3168-BWUHOD-52S,4,4,Male,19,14,Service,No,0,No,14000.0,17.0,0.28084,2.09916,1,1,6.0,2.0,1.0,1.0,0.0,1.0,2,Lease,Foreign,5600.0,28,Yes,No,AMEX,1,13,4065.9,Yes,13, $18.30 , $83.20 ,No, $-   ,0.0,No,1, $22.50 ,1,Yes,Yes,No,1,Yes,Yes,Yes,Yes,No,15,Yes,Yes,Yes,No,No,1.0,1,4,1,1,2,2.0,18.3,1,1,1
2776,0688-IJBXJA-RBH,3,4,Male,69,7,Sales,No,14,No,23000.0,10.4,1.081184,1.310816,2,1,2.0,2.0,0.0,1.0,1.0,1.0,1,Own,Foreign,10400.0,28,Yes,Yes,Othe,23,10,1102.3,No,56, $54.00 ," $1,019.55 ",No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,22,No,No,No,No,Yes,1.0,2,3,4,3,1,2.0,54.0,1,1,1
2777,9569-INPBJS-4DG,4,5,Male,40,13,Sales,No,2,No,97000.0,14.3,1.303874,12.567126,2,1,4.0,0.0,0.0,0.0,0.0,1.0,3,Own,Domestic,63800.0,25,No,No,Mast,14,14,8359.7,No,36, $12.30 , $140.90 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,2,No,Yes,No,No,No,13,Yes,No,Yes,No,No,1.0,2,3,2,2,1,2.0,12.3,1,1,3
2778,2379-EHJSJT-VTN,1,2,Female,51,15,Labor,No,19,No,64000.0,4.5,2.37888,0.50112,2,1,4.0,2.0,0.0,1.0,0.0,1.0,0,-1,-1,1000.0,30,No,No,Disc,18,8,1518.0,No,37, $16.95 , $202.70 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,16,No,No,No,No,No,2.0,2,1,3,2,1,2.0,16.95,1,1,1
2779,3703-UBXJNY-S52,4,4,Female,58,17,Sales,No,8,No,62000.0,13.1,4.605174,3.516826,2,2,3.0,2.0,2.0,0.0,0.0,1.0,3,Own,Foreign,29500.0,31,No,Yes,Disc,11,5,1701.9,No,24, $46.35 , $372.20 ,Yes, $33.15 ,773.55,Yes,0, $-   ,1,No,No,No,2,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,2.0,2,3,3,2,2,2.0,46.35,1,1,2
2780,7201-ZMDCOO-6Z7,4,5,Female,49,18,Labor,No,10,No,87000.0,4.7,1.353459,2.735541,2,1,2.0,0.0,0.0,0.0,0.0,1.0,2,Own,Domestic,44900.0,27,Yes,No,AMEX,26,11,5530.3,Yes,52, $47.10 , $708.20 ,Yes, $27.05 ,1323.4,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,Yes,24,Yes,No,Yes,No,Yes,2.0,2,1,3,3,1,2.0,47.1,1,1,2
2781,9791-NHIEQI-ZAB,2,1,Male,36,7,Professional,No,10,No,34000.0,8.1,1.33569,1.41831,1,2,1.0,7.0,1.0,0.0,2.0,0.0,0,-1,-1,1000.0,24,No,Yes,Mast,16,17,7567.8,No,15, $9.45 , $44.10 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,No,No,23,No,No,No,No,No,1.0,1,2,2,1,1,1.0,9.45,1,1,1
2782,1942-HUBTKT-AMJ,5,5,Male,60,17,Professional,No,8,No,93000.0,8.2,1.708224,5.917776,2,1,2.0,1.0,1.0,0.0,0.0,1.0,0,-1,-1,1000.0,16,No,Yes,AMEX,29,11,5289.7,No,60, $51.60 ," $1,045.05 ",Yes, $47.55 ,2873.9,Yes,1, $48.85 ,1,Yes,Yes,No,3,Yes,Yes,Yes,No,Yes,19,Yes,Yes,Yes,No,No,1.0,2,2,3,4,2,2.0,51.6,1,2,1
2783,9487-HTGRMD-K88,2,1,Male,41,17,Agriculture,No,16,No,50000.0,5.3,0.9275,1.7225,2,2,1.0,1.0,1.0,0.0,0.0,1.0,1,Own,Foreign,30200.0,22,No,Yes,AMEX,7,10,3212.7,No,25, $18.45 , $143.30 ,Yes, $36.00 ,829.05,Yes,1, $44.55 ,1,No,No,No,2,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,No,No,No,1.0,2,2,2,2,2,2.0,18.45,1,1,2
2784,0319-KYECRA-S6I,5,3,Male,52,12,Service,No,16,No,62000.0,8.5,2.69297,2.57703,2,1,2.0,10.0,0.0,0.0,0.0,1.0,3,Own,Foreign,25100.0,26,No,Yes,Mast,34,7,1671.8,No,72, $96.00 ," $2,284.00 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,Yes,No,1,Yes,No,Yes,Yes,No,13,Yes,No,No,No,Yes,1.0,2,2,3,4,1,2.0,96.0,1,1,1
2785,1444-EGXRTI-10R,3,1,Male,25,15,Labor,No,3,No,34000.0,14.5,3.34254,1.58746,1,2,4.0,2.0,0.0,2.0,0.0,1.0,2,Own,Domestic,18500.0,20,Yes,No,AMEX,5,15,3851.6,Yes,18, $9.60 , $47.00 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,1,No,No,No,No,No,18,Yes,Yes,Yes,No,No,1.0,1,3,1,1,2,2.0,9.6,1,1,1
2786,9000-OZEBMH-9HP,5,3,Male,50,13,Service,No,11,No,132000.0,16.2,8.617752,12.766248,1,1,4.0,1.0,1.0,0.0,0.0,0.0,2,Own,Foreign,69000.0,28,No,Yes,Disc,19,6,3629.0,No,41, $32.10 , $476.25 ,Yes, $40.50 ,1653.8,Yes,1, $34.50 ,1,Yes,No,Yes,2,Yes,Yes,Yes,No,No,22,Yes,Yes,Yes,No,No,1.0,1,4,3,3,2,1.0,32.1,1,2,3
2787,7328-JGISFG-9S6,3,2,Male,69,15,Service,No,28,Yes,39000.0,7.3,0.970827,1.876173,2,2,1.0,1.0,0.0,0.0,1.0,1.0,2,Own,Domestic,15000.0,18,Yes,Yes,AMEX,9,9,3624.0,No,27, $26.10 , $207.75 ,Yes, $31.50 ,862.45,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,No,No,No,19,Yes,Yes,Yes,No,Yes,1.0,2,2,4,2,2,2.0,26.1,1,1,1
2788,3237-LZSIGA-9T3,2,1,Male,69,19,Sales,No,2,Yes,9000.0,5.0,0.23535,0.21465,2,1,2.0,11.0,0.0,1.0,0.0,0.0,1,Lease,Foreign,3300.0,21,Yes,Yes,Disc,37,8,1152.5,No,68, $63.00 ," $1,415.20 ",Yes, $38.75 ,2539.75,Yes,0, $-   ,1,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,0,Yes,No,No,No,Yes,1.0,2,1,4,4,1,1.0,63.0,1,2,1
2789,7814-WBTNAB-AVE,5,5,Male,24,9,Professional,No,4,No,25000.0,6.5,0.2795,1.3455,1,2,1.0,0.0,0.0,0.0,0.0,0.0,2,Own,Domestic,9400.0,41,No,No,AMEX,5,7,1960.6,No,5, $27.45 , $48.85 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,No,No,No,No,20,No,No,No,No,No,1.0,1,2,1,1,1,1.0,27.45,1,1,1
2790,2948-EZONZM-3BC,3,2,Female,37,10,Sales,No,6,No,43000.0,1.2,0.181116,0.334884,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,1000.0,13,Yes,Yes,Othe,6,9,1001.3,No,12, $21.15 , $89.25 ,No, $-   ,0.0,No,0, $-   ,1,No,No,No,0,No,Yes,No,Yes,No,24,No,No,No,No,Yes,2.0,2,1,2,1,1,1.0,21.15,1,1,1
2791,4672-YXVTSJ-JYI,3,1,Male,42,13,Service,No,10,No,66000.0,17.4,8.38332,3.10068,1,1,2.0,6.0,0.0,1.0,0.0,1.0,3,Own,Foreign,38700.0,27,No,Yes,AMEX,10,9,3333.6,No,15, $21.60 , $117.60 ,No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,No,No,No,No,No,20,No,No,No,No,Yes,1.0,1,4,2,1,1,2.0,21.6,1,1,2
2792,9564-ABGIMT-78O,4,3,Male,35,13,Sales,Yes,3,No,35000.0,12.7,1.337945,3.107055,1,2,1.0,1.0,0.0,0.0,0.0,0.0,1,Own,Domestic,15900.0,21,Yes,Yes,Mast,11,7,3523.5,Yes,24, $20.70 , $155.20 ,No, $-   ,0.0,Yes,0, $-   ,1,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,21,No,Yes,No,Yes,No,1.0,1,3,2,2,2,1.0,20.7,1,1,1
2793,0916-BWPGAE-LLH,4,2,Female,36,21,Labor,No,5,No,43000.0,13.8,1.566576,4.367424,2,1,5.0,1.0,0.0,0.0,1.0,1.0,3,Own,Domestic,19200.0,25,No,Yes,Mast,18,12,1883.3,Yes,55, $61.05 ," $1,078.65 ",No, $-   ,0.0,Yes,0, $-   ,1,No,No,No,0,Yes,Yes,Yes,Yes,No,23,No,No,No,Yes,Yes,2.0,2,3,2,3,1,2.0,61.05,1,1,1
2794,0777-RCIFPS-HEW,5,4,Male,65,14,Labor,Yes,23,No,66000.0,16.5,1.36125,9.52875,2,2,1.0,1.0,0.0,1.0,0.0,0.0,4,Own,Foreign,28700.0,24,No,No,AMEX,34,6,5014.6,No,66, $88.65 ," $1,978.40 ",No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,Yes,No,21,No,No,No,Yes,No,1.0,2,4,4,4,1,1.0,88.65,1,1,2
2795,2322-VRHDCW-RXP,5,5,Male,70,14,Labor,No,25,Yes,23000.0,10.6,0.480286,1.957714,2,1,3.0,1.0,1.0,0.0,0.0,1.0,3,Own,Domestic,11600.0,25,No,No,AMEX,10,14,5119.3,Yes,38, $41.40 , $498.95 ,No, $-   ,0.0,Yes,0, $-   ,1,Yes,No,No,0,No,No,No,No,No,18,Yes,No,No,No,Yes,1.0,2,3,4,2,1,2.0,41.4,1,1,1
