gutenberg_id,text,document
36,"Molesey and Weybridge and Walton, and they say there’s been guns heard",The War of the Worlds_14
36,"at Chertsey, heavy firing, and that mounted soldiers have told them to",The War of the Worlds_14
36,get off at once because the Martians are coming. We heard guns firing,The War of the Worlds_14
36,"at Hampton Court station, but we thought it was thunder. What the",The War of the Worlds_14
36,"dickens does it all mean? The Martians can’t get out of their pit, can",The War of the Worlds_14
36,they?”,The War of the Worlds_14
36,,The War of the Worlds_14
36,My brother could not tell him.,The War of the Worlds_14
36,,The War of the Worlds_14
36,Afterwards he found that the vague feeling of alarm had spread to the,The War of the Worlds_14
36,"clients of the underground railway, and that the Sunday excursionists",The War of the Worlds_14
36,"began to return from all over the South-Western “lung”—Barnes,",The War of the Worlds_14
36,"Wimbledon, Richmond Park, Kew, and so forth—at unnaturally early hours;",The War of the Worlds_14
36,but not a soul had anything more than vague hearsay to tell of.,The War of the Worlds_14
36,Everyone connected with the terminus seemed ill-tempered.,The War of the Worlds_14
36,,The War of the Worlds_14
36,About five o’clock the gathering crowd in the station was immensely,The War of the Worlds_14
36,"excited by the opening of the line of communication, which is almost",The War of the Worlds_14
36,"invariably closed, between the South-Eastern and the South-Western",The War of the Worlds_14
36,"stations, and the passage of carriage trucks bearing huge guns and",The War of the Worlds_14
36,carriages crammed with soldiers. These were the guns that were brought,The War of the Worlds_14
36,up from Woolwich and Chatham to cover Kingston. There was an exchange,The War of the Worlds_14
36,of pleasantries: “You’ll get eaten!” “We’re the beast-tamers!” and so,The War of the Worlds_14
36,forth. A little while after that a squad of police came into the,The War of the Worlds_14
36,"station and began to clear the public off the platforms, and my brother",The War of the Worlds_14
36,went out into the street again.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"The church bells were ringing for evensong, and a squad of Salvation",The War of the Worlds_14
36,Army lassies came singing down Waterloo Road. On the bridge a number of,The War of the Worlds_14
36,loafers were watching a curious brown scum that came drifting down the,The War of the Worlds_14
36,"stream in patches. The sun was just setting, and the Clock Tower and",The War of the Worlds_14
36,the Houses of Parliament rose against one of the most peaceful skies it,The War of the Worlds_14
36,"is possible to imagine, a sky of gold, barred with long transverse",The War of the Worlds_14
36,stripes of reddish-purple cloud. There was talk of a floating body. One,The War of the Worlds_14
36,"of the men there, a reservist he said he was, told my brother he had",The War of the Worlds_14
36,seen the heliograph flickering in the west.,The War of the Worlds_14
36,,The War of the Worlds_14
36,In Wellington Street my brother met a couple of sturdy roughs who had,The War of the Worlds_14
36,just been rushed out of Fleet Street with still-wet newspapers and,The War of the Worlds_14
36,staring placards. “Dreadful catastrophe!” they bawled one to the other,The War of the Worlds_14
36,down Wellington Street. “Fighting at Weybridge! Full description!,The War of the Worlds_14
36,Repulse of the Martians! London in Danger!” He had to give threepence,The War of the Worlds_14
36,for a copy of that paper.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"Then it was, and then only, that he realised something of the full",The War of the Worlds_14
36,power and terror of these monsters. He learned that they were not,The War of the Worlds_14
36,"merely a handful of small sluggish creatures, but that they were minds",The War of the Worlds_14
36,swaying vast mechanical bodies; and that they could move swiftly and,The War of the Worlds_14
36,smite with such power that even the mightiest guns could not stand,The War of the Worlds_14
36,against them.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"They were described as “vast spiderlike machines, nearly a hundred feet",The War of the Worlds_14
36,"high, capable of the speed of an express train, and able to shoot out a",The War of the Worlds_14
36,"beam of intense heat.” Masked batteries, chiefly of field guns, had",The War of the Worlds_14
36,"been planted in the country about Horsell Common, and especially",The War of the Worlds_14
36,between the Woking district and London. Five of the machines had been,The War of the Worlds_14
36,"seen moving towards the Thames, and one, by a happy chance, had been",The War of the Worlds_14
36,"destroyed. In the other cases the shells had missed, and the batteries",The War of the Worlds_14
36,had been at once annihilated by the Heat-Rays. Heavy losses of soldiers,The War of the Worlds_14
36,"were mentioned, but the tone of the dispatch was optimistic.",The War of the Worlds_14
36,,The War of the Worlds_14
36,The Martians had been repulsed; they were not invulnerable. They had,The War of the Worlds_14
36,"retreated to their triangle of cylinders again, in the circle about",The War of the Worlds_14
36,Woking. Signallers with heliographs were pushing forward upon them from,The War of the Worlds_14
36,"all sides. Guns were in rapid transit from Windsor, Portsmouth,",The War of the Worlds_14
36,"Aldershot, Woolwich—even from the north; among others, long wire-guns",The War of the Worlds_14
36,of ninety-five tons from Woolwich. Altogether one hundred and sixteen,The War of the Worlds_14
36,"were in position or being hastily placed, chiefly covering London.",The War of the Worlds_14
36,Never before in England had there been such a vast or rapid,The War of the Worlds_14
36,concentration of military material.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"Any further cylinders that fell, it was hoped, could be destroyed at",The War of the Worlds_14
36,"once by high explosives, which were being rapidly manufactured and",The War of the Worlds_14
36,"distributed. No doubt, ran the report, the situation was of the",The War of the Worlds_14
36,"strangest and gravest description, but the public was exhorted to avoid",The War of the Worlds_14
36,and discourage panic. No doubt the Martians were strange and terrible,The War of the Worlds_14
36,"in the extreme, but at the outside there could not be more than twenty",The War of the Worlds_14
36,of them against our millions.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"The authorities had reason to suppose, from the size of the cylinders,",The War of the Worlds_14
36,that at the outside there could not be more than five in each,The War of the Worlds_14
36,cylinder—fifteen altogether. And one at least was disposed of—perhaps,The War of the Worlds_14
36,"more. The public would be fairly warned of the approach of danger, and",The War of the Worlds_14
36,elaborate measures were being taken for the protection of the people in,The War of the Worlds_14
36,"the threatened southwestern suburbs. And so, with reiterated assurances",The War of the Worlds_14
36,of the safety of London and the ability of the authorities to cope with,The War of the Worlds_14
36,"the difficulty, this quasi-proclamation closed.",The War of the Worlds_14
36,,The War of the Worlds_14
36,This was printed in enormous type on paper so fresh that it was still,The War of the Worlds_14
36,"wet, and there had been no time to add a word of comment. It was",The War of the Worlds_14
36,"curious, my brother said, to see how ruthlessly the usual contents of",The War of the Worlds_14
36,the paper had been hacked and taken out to give this place.,The War of the Worlds_14
36,,The War of the Worlds_14
36,All down Wellington Street people could be seen fluttering out the pink,The War of the Worlds_14
36,"sheets and reading, and the Strand was suddenly noisy with the voices",The War of the Worlds_14
36,of an army of hawkers following these pioneers. Men came scrambling off,The War of the Worlds_14
36,"buses to secure copies. Certainly this news excited people intensely,",The War of the Worlds_14
36,whatever their previous apathy. The shutters of a map shop in the,The War of the Worlds_14
36,"Strand were being taken down, my brother said, and a man in his Sunday",The War of the Worlds_14
36,"raiment, lemon-yellow gloves even, was visible inside the window",The War of the Worlds_14
36,hastily fastening maps of Surrey to the glass.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"Going on along the Strand to Trafalgar Square, the paper in his hand,",The War of the Worlds_14
36,my brother saw some of the fugitives from West Surrey. There was a man,The War of the Worlds_14
36,with his wife and two boys and some articles of furniture in a cart,The War of the Worlds_14
36,such as greengrocers use. He was driving from the direction of,The War of the Worlds_14
36,Westminster Bridge; and close behind him came a hay waggon with five or,The War of the Worlds_14
36,"six respectable-looking people in it, and some boxes and bundles. The",The War of the Worlds_14
36,"faces of these people were haggard, and their entire appearance",The War of the Worlds_14
36,contrasted conspicuously with the Sabbath-best appearance of the people,The War of the Worlds_14
36,on the omnibuses. People in fashionable clothing peeped at them out of,The War of the Worlds_14
36,"cabs. They stopped at the Square as if undecided which way to take, and",The War of the Worlds_14
36,finally turned eastward along the Strand. Some way behind these came a,The War of the Worlds_14
36,"man in workday clothes, riding one of those old-fashioned tricycles",The War of the Worlds_14
36,with a small front wheel. He was dirty and white in the face.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"My brother turned down towards Victoria, and met a number of such",The War of the Worlds_14
36,people. He had a vague idea that he might see something of me. He,The War of the Worlds_14
36,noticed an unusual number of police regulating the traffic. Some of the,The War of the Worlds_14
36,refugees were exchanging news with the people on the omnibuses. One was,The War of the Worlds_14
36,"professing to have seen the Martians. “Boilers on stilts, I tell you,",The War of the Worlds_14
36,striding along like men.” Most of them were excited and animated by,The War of the Worlds_14
36,their strange experience.,The War of the Worlds_14
36,,The War of the Worlds_14
36,Beyond Victoria the public-houses were doing a lively trade with these,The War of the Worlds_14
36,arrivals. At all the street corners groups of people were reading,The War of the Worlds_14
36,"papers, talking excitedly, or staring at these unusual Sunday visitors.",The War of the Worlds_14
36,"They seemed to increase as night drew on, until at last the roads, my",The War of the Worlds_14
36,"brother said, were like Epsom High Street on a Derby Day. My brother",The War of the Worlds_14
36,addressed several of these fugitives and got unsatisfactory answers,The War of the Worlds_14
36,from most.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"None of them could tell him any news of Woking except one man, who",The War of the Worlds_14
36,assured him that Woking had been entirely destroyed on the previous,The War of the Worlds_14
36,night.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"“I come from Byfleet,” he said; “a man on a bicycle came through the",The War of the Worlds_14
36,"place in the early morning, and ran from door to door warning us to",The War of the Worlds_14
36,"come away. Then came soldiers. We went out to look, and there were",The War of the Worlds_14
36,"clouds of smoke to the south—nothing but smoke, and not a soul coming",The War of the Worlds_14
36,"that way. Then we heard the guns at Chertsey, and folks coming from",The War of the Worlds_14
36,Weybridge. So I’ve locked up my house and come on.”,The War of the Worlds_14
36,,The War of the Worlds_14
36,At that time there was a strong feeling in the streets that the,The War of the Worlds_14
36,authorities were to blame for their incapacity to dispose of the,The War of the Worlds_14
36,invaders without all this inconvenience.,The War of the Worlds_14
36,,The War of the Worlds_14
36,About eight o’clock a noise of heavy firing was distinctly audible all,The War of the Worlds_14
36,over the south of London. My brother could not hear it for the traffic,The War of the Worlds_14
36,"in the main thoroughfares, but by striking through the quiet back",The War of the Worlds_14
36,streets to the river he was able to distinguish it quite plainly.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"He walked from Westminster to his apartments near Regent’s Park, about",The War of the Worlds_14
36,"two. He was now very anxious on my account, and disturbed at the",The War of the Worlds_14
36,"evident magnitude of the trouble. His mind was inclined to run, even as",The War of the Worlds_14
36,"mine had run on Saturday, on military details. He thought of all those",The War of the Worlds_14
36,"silent, expectant guns, of the suddenly nomadic countryside; he tried",The War of the Worlds_14
36,to imagine “boilers on stilts” a hundred feet high.,The War of the Worlds_14
36,,The War of the Worlds_14
36,There were one or two cartloads of refugees passing along Oxford,The War of the Worlds_14
36,"Street, and several in the Marylebone Road, but so slowly was the news",The War of the Worlds_14
36,spreading that Regent Street and Portland Place were full of their,The War of the Worlds_14
36,"usual Sunday-night promenaders, albeit they talked in groups, and along",The War of the Worlds_14
36,the edge of Regent’s Park there were as many silent couples “walking,The War of the Worlds_14
36,out” together under the scattered gas lamps as ever there had been. The,The War of the Worlds_14
36,"night was warm and still, and a little oppressive; the sound of guns",The War of the Worlds_14
36,"continued intermittently, and after midnight there seemed to be sheet",The War of the Worlds_14
36,lightning in the south.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"He read and re-read the paper, fearing the worst had happened to me. He",The War of the Worlds_14
36,"was restless, and after supper prowled out again aimlessly. He returned",The War of the Worlds_14
36,and tried in vain to divert his attention to his examination notes. He,The War of the Worlds_14
36,"went to bed a little after midnight, and was awakened from lurid dreams",The War of the Worlds_14
36,"in the small hours of Monday by the sound of door knockers, feet",The War of the Worlds_14
36,"running in the street, distant drumming, and a clamour of bells. Red",The War of the Worlds_14
36,"reflections danced on the ceiling. For a moment he lay astonished,",The War of the Worlds_14
36,wondering whether day had come or the world gone mad. Then he jumped,The War of the Worlds_14
36,out of bed and ran to the window.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"His room was an attic and as he thrust his head out, up and down the",The War of the Worlds_14
36,"street there were a dozen echoes to the noise of his window sash, and",The War of the Worlds_14
36,heads in every kind of night disarray appeared. Enquiries were being,The War of the Worlds_14
36,"shouted. “They are coming!” bawled a policeman, hammering at the door;",The War of the Worlds_14
36,“the Martians are coming!” and hurried to the next door.,The War of the Worlds_14
36,,The War of the Worlds_14
36,The sound of drumming and trumpeting came from the Albany Street,The War of the Worlds_14
36,"Barracks, and every church within earshot was hard at work killing",The War of the Worlds_14
36,sleep with a vehement disorderly tocsin. There was a noise of doors,The War of the Worlds_14
36,"opening, and window after window in the houses opposite flashed from",The War of the Worlds_14
36,darkness into yellow illumination.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"Up the street came galloping a closed carriage, bursting abruptly into",The War of the Worlds_14
36,"noise at the corner, rising to a clattering climax under the window,",The War of the Worlds_14
36,and dying away slowly in the distance. Close on the rear of this came a,The War of the Worlds_14
36,"couple of cabs, the forerunners of a long procession of flying",The War of the Worlds_14
36,"vehicles, going for the most part to Chalk Farm station, where the",The War of the Worlds_14
36,"North-Western special trains were loading up, instead of coming down",The War of the Worlds_14
36,the gradient into Euston.,The War of the Worlds_14
36,,The War of the Worlds_14
36,For a long time my brother stared out of the window in blank,The War of the Worlds_14
36,"astonishment, watching the policemen hammering at door after door, and",The War of the Worlds_14
36,delivering their incomprehensible message. Then the door behind him,The War of the Worlds_14
36,"opened, and the man who lodged across the landing came in, dressed only",The War of the Worlds_14
36,"in shirt, trousers, and slippers, his braces loose about his waist, his",The War of the Worlds_14
36,hair disordered from his pillow.,The War of the Worlds_14
36,,The War of the Worlds_14
36,“What the devil is it?” he asked. “A fire? What a devil of a row!”,The War of the Worlds_14
36,,The War of the Worlds_14
36,"They both craned their heads out of the window, straining to hear what",The War of the Worlds_14
36,the policemen were shouting. People were coming out of the side,The War of the Worlds_14
36,"streets, and standing in groups at the corners talking.",The War of the Worlds_14
36,,The War of the Worlds_14
36,“What the devil is it all about?” said my brother’s fellow lodger.,The War of the Worlds_14
36,,The War of the Worlds_14
36,"My brother answered him vaguely and began to dress, running with each",The War of the Worlds_14
36,garment to the window in order to miss nothing of the growing,The War of the Worlds_14
36,excitement. And presently men selling unnaturally early newspapers came,The War of the Worlds_14
36,bawling into the street:,The War of the Worlds_14
36,,The War of the Worlds_14
36,“London in danger of suffocation! The Kingston and Richmond defences,The War of the Worlds_14
36,forced! Fearful massacres in the Thames Valley!”,The War of the Worlds_14
36,,The War of the Worlds_14
36,"And all about him—in the rooms below, in the houses on each side and",The War of the Worlds_14
36,"across the road, and behind in the Park Terraces and in the hundred",The War of the Worlds_14
36,"other streets of that part of Marylebone, and the Westbourne Park",The War of the Worlds_14
36,"district and St. Pancras, and westward and northward in Kilburn and St.",The War of the Worlds_14
36,"John’s Wood and Hampstead, and eastward in Shoreditch and Highbury and",The War of the Worlds_14
36,"Haggerston and Hoxton, and, indeed, through all the vastness of London",The War of the Worlds_14
36,"from Ealing to East Ham—people were rubbing their eyes, and opening",The War of the Worlds_14
36,"windows to stare out and ask aimless questions, dressing hastily as the",The War of the Worlds_14
36,first breath of the coming storm of Fear blew through the streets. It,The War of the Worlds_14
36,"was the dawn of the great panic. London, which had gone to bed on",The War of the Worlds_14
36,"Sunday night oblivious and inert, was awakened, in the small hours of",The War of the Worlds_14
36,"Monday morning, to a vivid sense of danger.",The War of the Worlds_14
36,,The War of the Worlds_14
36,"Unable from his window to learn what was happening, my brother went",The War of the Worlds_14
36,"down and out into the street, just as the sky between the parapets of",The War of the Worlds_14
36,the houses grew pink with the early dawn. The flying people on foot and,The War of the Worlds_14
36,in vehicles grew more numerous every moment. “Black Smoke!” he heard,The War of the Worlds_14
36,"people crying, and again “Black Smoke!” The contagion of such a",The War of the Worlds_14
36,unanimous fear was inevitable. As my brother hesitated on the,The War of the Worlds_14
36,"door-step, he saw another newsvendor approaching, and got a paper",The War of the Worlds_14
36,"forthwith. The man was running away with the rest, and selling his",The War of the Worlds_14
36,papers for a shilling each as he ran—a grotesque mingling of profit and,The War of the Worlds_14
36,panic.,The War of the Worlds_14
36,,The War of the Worlds_14
36,And from this paper my brother read that catastrophic dispatch of the,The War of the Worlds_14
36,Commander-in-Chief:,The War of the Worlds_14
36,,The War of the Worlds_14
36,“The Martians are able to discharge enormous clouds of a black and,The War of the Worlds_14
36,poisonous vapour by means of rockets. They have smothered our,The War of the Worlds_14
36,"batteries, destroyed Richmond, Kingston, and Wimbledon, and are",The War of the Worlds_14
36,"advancing slowly towards London, destroying everything on the way. It",The War of the Worlds_14
36,is impossible to stop them. There is no safety from the Black Smoke but,The War of the Worlds_14
36,in instant flight.”,The War of the Worlds_14
36,,The War of the Worlds_14
36,,The War of the Worlds_14
36,"That was all, but it was enough. The whole population of the great",The War of the Worlds_14
36,"six-million city was stirring, slipping, running; presently it would be",The War of the Worlds_14
36,pouring _en masse_ northward.,The War of the Worlds_14
36,,The War of the Worlds_14
36,“Black Smoke!” the voices cried. “Fire!”,The War of the Worlds_14
36,,The War of the Worlds_14
36,"The bells of the neighbouring church made a jangling tumult, a cart",The War of the Worlds_14
36,"carelessly driven smashed, amid shrieks and curses, against the water",The War of the Worlds_14
36,trough up the street. Sickly yellow lights went to and fro in the,The War of the Worlds_14
36,"houses, and some of the passing cabs flaunted unextinguished lamps. And",The War of the Worlds_14
36,"overhead the dawn was growing brighter, clear and steady and calm.",The War of the Worlds_14
36,,The War of the Worlds_14
36,"He heard footsteps running to and fro in the rooms, and up and down",The War of the Worlds_14
36,"stairs behind him. His landlady came to the door, loosely wrapped in",The War of the Worlds_14
36,"dressing gown and shawl; her husband followed, ejaculating.",The War of the Worlds_14
36,,The War of the Worlds_14
36,"As my brother began to realise the import of all these things, he",The War of the Worlds_14
36,"turned hastily to his own room, put all his available money—some ten",The War of the Worlds_14
36,"pounds altogether—into his pockets, and went out again into the",The War of the Worlds_14
36,streets.,The War of the Worlds_14
36,,The War of the Worlds_14
36,,The War of the Worlds_14
36,,The War of the Worlds_14
36,,The War of the Worlds_14
36,XV.,The War of the Worlds_15
36,WHAT HAD HAPPENED IN SURREY.,The War of the Worlds_15
36,,The War of the Worlds_15
36,,The War of the Worlds_15
36,It was while the curate had sat and talked so wildly to me under the,The War of the Worlds_15
36,"hedge in the flat meadows near Halliford, and while my brother was",The War of the Worlds_15
36,"watching the fugitives stream over Westminster Bridge, that the",The War of the Worlds_15
36,Martians had resumed the offensive. So far as one can ascertain from,The War of the Worlds_15
36,"the conflicting accounts that have been put forth, the majority of them",The War of the Worlds_15
36,remained busied with preparations in the Horsell pit until nine that,The War of the Worlds_15
36,"night, hurrying on some operation that disengaged huge volumes of green",The War of the Worlds_15
36,smoke.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"But three certainly came out about eight o’clock and, advancing slowly",The War of the Worlds_15
36,"and cautiously, made their way through Byfleet and Pyrford towards",The War of the Worlds_15
36,"Ripley and Weybridge, and so came in sight of the expectant batteries",The War of the Worlds_15
36,"against the setting sun. These Martians did not advance in a body, but",The War of the Worlds_15
36,"in a line, each perhaps a mile and a half from his nearest fellow. They",The War of the Worlds_15
36,"communicated with one another by means of sirenlike howls, running up",The War of the Worlds_15
36,and down the scale from one note to another.,The War of the Worlds_15
36,,The War of the Worlds_15
36,It was this howling and firing of the guns at Ripley and St. George’s,The War of the Worlds_15
36,"Hill that we had heard at Upper Halliford. The Ripley gunners,",The War of the Worlds_15
36,unseasoned artillery volunteers who ought never to have been placed in,The War of the Worlds_15
36,"such a position, fired one wild, premature, ineffectual volley, and",The War of the Worlds_15
36,"bolted on horse and foot through the deserted village, while the",The War of the Worlds_15
36,"Martian, without using his Heat-Ray, walked serenely over their guns,",The War of the Worlds_15
36,"stepped gingerly among them, passed in front of them, and so came",The War of the Worlds_15
36,"unexpectedly upon the guns in Painshill Park, which he destroyed.",The War of the Worlds_15
36,,The War of the Worlds_15
36,"The St. George’s Hill men, however, were better led or of a better",The War of the Worlds_15
36,"mettle. Hidden by a pine wood as they were, they seem to have been",The War of the Worlds_15
36,quite unsuspected by the Martian nearest to them. They laid their guns,The War of the Worlds_15
36,"as deliberately as if they had been on parade, and fired at about a",The War of the Worlds_15
36,thousand yards’ range.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"The shells flashed all round him, and he was seen to advance a few",The War of the Worlds_15
36,"paces, stagger, and go down. Everybody yelled together, and the guns",The War of the Worlds_15
36,were reloaded in frantic haste. The overthrown Martian set up a,The War of the Worlds_15
36,"prolonged ululation, and immediately a second glittering giant,",The War of the Worlds_15
36,"answering him, appeared over the trees to the south. It would seem that",The War of the Worlds_15
36,a leg of the tripod had been smashed by one of the shells. The whole of,The War of the Worlds_15
36,"the second volley flew wide of the Martian on the ground, and,",The War of the Worlds_15
36,"simultaneously, both his companions brought their Heat-Rays to bear on",The War of the Worlds_15
36,"the battery. The ammunition blew up, the pine trees all about the guns",The War of the Worlds_15
36,"flashed into fire, and only one or two of the men who were already",The War of the Worlds_15
36,running over the crest of the hill escaped.,The War of the Worlds_15
36,,The War of the Worlds_15
36,After this it would seem that the three took counsel together and,The War of the Worlds_15
36,"halted, and the scouts who were watching them report that they remained",The War of the Worlds_15
36,absolutely stationary for the next half hour. The Martian who had been,The War of the Worlds_15
36,"overthrown crawled tediously out of his hood, a small brown figure,",The War of the Worlds_15
36,"oddly suggestive from that distance of a speck of blight, and",The War of the Worlds_15
36,apparently engaged in the repair of his support. About nine he had,The War of the Worlds_15
36,"finished, for his cowl was then seen above the trees again.",The War of the Worlds_15
36,,The War of the Worlds_15
36,It was a few minutes past nine that night when these three sentinels,The War of the Worlds_15
36,"were joined by four other Martians, each carrying a thick black tube. A",The War of the Worlds_15
36,"similar tube was handed to each of the three, and the seven proceeded",The War of the Worlds_15
36,to distribute themselves at equal distances along a curved line between,The War of the Worlds_15
36,"St. George’s Hill, Weybridge, and the village of Send, southwest of",The War of the Worlds_15
36,Ripley.,The War of the Worlds_15
36,,The War of the Worlds_15
36,A dozen rockets sprang out of the hills before them so soon as they,The War of the Worlds_15
36,"began to move, and warned the waiting batteries about Ditton and Esher.",The War of the Worlds_15
36,"At the same time four of their fighting machines, similarly armed with",The War of the Worlds_15
36,"tubes, crossed the river, and two of them, black against the western",The War of the Worlds_15
36,"sky, came into sight of myself and the curate as we hurried wearily and",The War of the Worlds_15
36,painfully along the road that runs northward out of Halliford. They,The War of the Worlds_15
36,"moved, as it seemed to us, upon a cloud, for a milky mist covered the",The War of the Worlds_15
36,fields and rose to a third of their height.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"At this sight the curate cried faintly in his throat, and began",The War of the Worlds_15
36,"running; but I knew it was no good running from a Martian, and I turned",The War of the Worlds_15
36,aside and crawled through dewy nettles and brambles into the broad,The War of the Worlds_15
36,"ditch by the side of the road. He looked back, saw what I was doing,",The War of the Worlds_15
36,and turned to join me.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"The two halted, the nearer to us standing and facing Sunbury, the",The War of the Worlds_15
36,"remoter being a grey indistinctness towards the evening star, away",The War of the Worlds_15
36,towards Staines.,The War of the Worlds_15
36,,The War of the Worlds_15
36,The occasional howling of the Martians had ceased; they took up their,The War of the Worlds_15
36,positions in the huge crescent about their cylinders in absolute,The War of the Worlds_15
36,silence. It was a crescent with twelve miles between its horns. Never,The War of the Worlds_15
36,since the devising of gunpowder was the beginning of a battle so still.,The War of the Worlds_15
36,To us and to an observer about Ripley it would have had precisely the,The War of the Worlds_15
36,same effect—the Martians seemed in solitary possession of the darkling,The War of the Worlds_15
36,"night, lit only as it was by the slender moon, the stars, the afterglow",The War of the Worlds_15
36,"of the daylight, and the ruddy glare from St. George’s Hill and the",The War of the Worlds_15
36,woods of Painshill.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"But facing that crescent everywhere—at Staines, Hounslow, Ditton,",The War of the Worlds_15
36,"Esher, Ockham, behind hills and woods south of the river, and across",The War of the Worlds_15
36,"the flat grass meadows to the north of it, wherever a cluster of trees",The War of the Worlds_15
36,or village houses gave sufficient cover—the guns were waiting. The,The War of the Worlds_15
36,signal rockets burst and rained their sparks through the night and,The War of the Worlds_15
36,"vanished, and the spirit of all those watching batteries rose to a",The War of the Worlds_15
36,tense expectation. The Martians had but to advance into the line of,The War of the Worlds_15
36,"fire, and instantly those motionless black forms of men, those guns",The War of the Worlds_15
36,"glittering so darkly in the early night, would explode into a",The War of the Worlds_15
36,thunderous fury of battle.,The War of the Worlds_15
36,,The War of the Worlds_15
36,No doubt the thought that was uppermost in a thousand of those vigilant,The War of the Worlds_15
36,"minds, even as it was uppermost in mine, was the riddle—how much they",The War of the Worlds_15
36,understood of us. Did they grasp that we in our millions were,The War of the Worlds_15
36,"organized, disciplined, working together? Or did they interpret our",The War of the Worlds_15
36,"spurts of fire, the sudden stinging of our shells, our steady",The War of the Worlds_15
36,"investment of their encampment, as we should the furious unanimity of",The War of the Worlds_15
36,onslaught in a disturbed hive of bees? Did they dream they might,The War of the Worlds_15
36,exterminate us? (At that time no one knew what food they needed.) A,The War of the Worlds_15
36,hundred such questions struggled together in my mind as I watched that,The War of the Worlds_15
36,vast sentinel shape. And in the back of my mind was the sense of all,The War of the Worlds_15
36,the huge unknown and hidden forces Londonward. Had they prepared,The War of the Worlds_15
36,pitfalls? Were the powder mills at Hounslow ready as a snare? Would the,The War of the Worlds_15
36,Londoners have the heart and courage to make a greater Moscow of their,The War of the Worlds_15
36,mighty province of houses?,The War of the Worlds_15
36,,The War of the Worlds_15
36,"Then, after an interminable time, as it seemed to us, crouching and",The War of the Worlds_15
36,"peering through the hedge, came a sound like the distant concussion of",The War of the Worlds_15
36,"a gun. Another nearer, and then another. And then the Martian beside us",The War of the Worlds_15
36,"raised his tube on high and discharged it, gunwise, with a heavy report",The War of the Worlds_15
36,that made the ground heave. The one towards Staines answered him. There,The War of the Worlds_15
36,"was no flash, no smoke, simply that loaded detonation.",The War of the Worlds_15
36,,The War of the Worlds_15
36,I was so excited by these heavy minute-guns following one another that,The War of the Worlds_15
36,I so far forgot my personal safety and my scalded hands as to clamber,The War of the Worlds_15
36,up into the hedge and stare towards Sunbury. As I did so a second,The War of the Worlds_15
36,"report followed, and a big projectile hurtled overhead towards",The War of the Worlds_15
36,"Hounslow. I expected at least to see smoke or fire, or some such",The War of the Worlds_15
36,"evidence of its work. But all I saw was the deep blue sky above, with",The War of the Worlds_15
36,"one solitary star, and the white mist spreading wide and low beneath.",The War of the Worlds_15
36,"And there had been no crash, no answering explosion. The silence was",The War of the Worlds_15
36,restored; the minute lengthened to three.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"“What has happened?” said the curate, standing up beside me.",The War of the Worlds_15
36,,The War of the Worlds_15
36,“Heaven knows!” said I.,The War of the Worlds_15
36,,The War of the Worlds_15
36,A bat flickered by and vanished. A distant tumult of shouting began and,The War of the Worlds_15
36,"ceased. I looked again at the Martian, and saw he was now moving",The War of the Worlds_15
36,"eastward along the riverbank, with a swift, rolling motion.",The War of the Worlds_15
36,,The War of the Worlds_15
36,Every moment I expected the fire of some hidden battery to spring upon,The War of the Worlds_15
36,him; but the evening calm was unbroken. The figure of the Martian grew,The War of the Worlds_15
36,"smaller as he receded, and presently the mist and the gathering night",The War of the Worlds_15
36,had swallowed him up. By a common impulse we clambered higher. Towards,The War of the Worlds_15
36,"Sunbury was a dark appearance, as though a conical hill had suddenly",The War of the Worlds_15
36,"come into being there, hiding our view of the farther country; and",The War of the Worlds_15
36,"then, remoter across the river, over Walton, we saw another such",The War of the Worlds_15
36,summit. These hill-like forms grew lower and broader even as we stared.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"Moved by a sudden thought, I looked northward, and there I perceived a",The War of the Worlds_15
36,third of these cloudy black kopjes had risen.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"Everything had suddenly become very still. Far away to the southeast,",The War of the Worlds_15
36,"marking the quiet, we heard the Martians hooting to one another, and",The War of the Worlds_15
36,then the air quivered again with the distant thud of their guns. But,The War of the Worlds_15
36,the earthly artillery made no reply.,The War of the Worlds_15
36,,The War of the Worlds_15
36,"Now at the time we could not understand these things, but later I was",The War of the Worlds_15
36,to learn the meaning of these ominous kopjes that gathered in the,The War of the Worlds_15
